PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,C3,RP,EM,RI,OI,FU,FP,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,DL,D2,EA,PG,WC,WE,SC,GA,PM,OA,HC,HP,DA,UT
J,"Stanciu, D; Staykov, H; Dragomanova, S; Tancheva, L; Dimitrova, S; Tundrea, E; Crisan, G",,,,"Stanciu, Dana; Staykov, Hristian; Dragomanova, Stela; Tancheva, Lyubka; Dimitrova, Simeonka; Tundrea, Emanuel; Crisan, Gianina",,,,,,,,,,,,,,,,,"[Stanciu, Dana; Crisan, Gianina] Iuliu Hatieganu Univ Med & Pharm, Fac Pharm, Dept Pharmaceut Bot, Cluj Napoca 400337, Romania; [Staykov, Hristian] Med Univ Sofia, Fac Med, Dept Pharmacol & Toxicol, Sofia 1431, Bulgaria; [Dragomanova, Stela; Dimitrova, Simeonka] Med Univ Varna, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, Varna 9000, Bulgaria; [Tancheva, Lyubka] Bulgarian Acad Sci, Inst Neurobiol, Sofia 1113, Bulgaria; [Tundrea, Emanuel] Emanuel Univ, Fac Management, Dept Business Informat, Oradea 410597, Romania",Iuliu Hatieganu University of Medicine & Pharmacy; Medical University Sofia; Medical University Varna; Bulgarian Academy of Sciences; Emanuel University,"Stanciu, D (corresponding author), Iuliu Hatieganu Univ Med & Pharm, Fac Pharm, Dept Pharmaceut Bot, Cluj Napoca 400337, Romania.; Staykov, H (corresponding author), Med Univ Sofia, Fac Med, Dept Pharmacol & Toxicol, Sofia 1431, Bulgaria.",dana.stanciu@elearn.umfcluj.ro; drhristianstaykov@gmail.com; stela_dragomanova@abv.bg; lyubkatancheva@gmail.com; simeonka.dimitrova@mu-varna.bg; emanuel@emanuel.ro; gcrisan@umfcluj.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001635195600001
J,"Ravendran, K; Issac, N; Sivaruban, R; Abdi, AF; Thiagarajan, A; Abdelghafour, KM; Shenoy, R; Mishra, P",,,,"Ravendran, Kapilraj; Issac, Nikhila; Sivaruban, Rishvaani; Abdi, Abdulkadir Farah; Thiagarajan, Aarthi; Abdelghafour, Karim M.; Shenoy, Ravikiran; Mishra, Pranav",,,,,,,,,,,,,,,,,"[Ravendran, Kapilraj; Thiagarajan, Aarthi; Abdelghafour, Karim M.; Shenoy, Ravikiran; Mishra, Pranav] East & North Hertfordshire NHS Trust, Stevenage, England; [Ravendran, Kapilraj; Issac, Nikhila; Sivaruban, Rishvaani; Abdi, Abdulkadir Farah] Gradscape, London N18 1AQ, England; [Issac, Nikhila] Med Univ Varna, Varna Ctr Primorski, Ul Prof Marin Drinov 55, Varna 9002, Bulgaria; [Sivaruban, Rishvaani] Trakia Univ, Stara Zagora 6000, Bulgaria; [Abdi, Abdulkadir Farah] Med Univ Plovidiv, Plovdiv Ctr, Vasil Aprilov Blvd 15 A, Plovdiv 4002, Bulgaria; [Abdelghafour, Karim M.] Cairo Univ Hosp, Cairo, Egypt",Medical University Varna; Trakia University; Egyptian Knowledge Bank (EKB); Cairo University; Cairo University Hospital,"Ravendran, K (corresponding author), 176 Empire Ave, London N18 1AQ, England.",k.ravendran@nhs.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001627470600001
J,"Tsoneva, DK; Buzova, D; Bianco, SD; Micheva, I; Efraim, M; Daskalova, N; Resnick, I; Teneva, M; Chervenkov, T; Conev, NV; Manev, R; Stoyanov, DS; Cerveny, J; Mazza, T; Vinciguerra, M",,,,"Tsoneva, Desislava K.; Buzova, Diana; Bianco, Salvatore Daniele; Micheva, Ilina; Efraim, Merlin; Daskalova, Nikol; Resnick, Igor; Teneva, Maria; Chervenkov, Trifon; Conev, Nikolay Vladimirov; Manev, Rostislav; Stoyanov, Dragomir Svetozarov; Cerveny, Jan; Mazza, Tommaso; Vinciguerra, Manlio",,,,,,,,,,,,,,,,,"[Tsoneva, Desislava K.; Teneva, Maria; Chervenkov, Trifon] Med Univ Varna, Dept Med Genet, Varna, Bulgaria; [Tsoneva, Desislava K.; Daskalova, Nikol; Resnick, Igor; Vinciguerra, Manlio] Med Univ Varna, Dept Stem Cell Biol & Transplantol, Res Inst, Varna, Bulgaria; [Buzova, Diana; Cerveny, Jan] CAS, Dept Adapt Biotechnol, Global Change Res Inst, Brno, Czech Republic; [Bianco, Salvatore Daniele] Fdn IRCCS Casa Sollievo Sofferenza, Bioinformat Lab, San Giovanni Rotondo, Italy; [Micheva, Ilina; Efraim, Merlin; Daskalova, Nikol; Resnick, Igor] Med Univ Varna, St Marina Univ Hosp, Clin Hematol, Varna, Bulgaria; [Chervenkov, Trifon] St Marina Univ Hosp, Lab Clin Immunol, Varna, Bulgaria; [Conev, Nikolay Vladimirov; Manev, Rostislav; Stoyanov, Dragomir Svetozarov] Med Univ Varna, St Marina Univ Hosp, Clin Med Oncol, Varna, Bulgaria; [Mazza, Tommaso] Fdn Policlin Univ Agostino Gemelli IRCCS, Computat Biol & Bioinformat Unit, Rome, Italy",Medical University Varna; Medical University Varna; Czech Academy of Sciences; Global Change Research Centre of the Czech Academy of Sciences; Medical University Varna; Medical University Varna; Medical University Varna; Catholic University of the Sacred Heart; IRCCS Policlinico Gemelli,"Vinciguerra, M (corresponding author), Med Univ Varna, Dept Stem Cell Biol & Transplantol, Res Inst, Varna, Bulgaria.",manlio.vinciguerra@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001620853000001
J,"Stoeva-Grigorova, S; Hvarchanova, N; Gancheva, S; Eftimov, M; Georgiev, KD; Radeva-Ilieva, M",,,,"Stoeva-Grigorova, Stanila; Hvarchanova, Nadezhda; Gancheva, Silvia; Eftimov, Miroslav; Georgiev, Kaloyan D.; Radeva-Ilieva, Maya",,,,,,,,,,,,,,,,,"[Stoeva-Grigorova, Stanila; Hvarchanova, Nadezhda; Georgiev, Kaloyan D.; Radeva-Ilieva, Maya] Med Univ Varna, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, Varna 9000, Bulgaria; [Gancheva, Silvia; Eftimov, Miroslav] Med Univ Varna, Fac Med, Dept Pharmacol & Clin Pharmacol & Therapeut, Varna 9002, Bulgaria",Medical University Varna; Medical University Varna,"Radeva-Ilieva, M (corresponding author), Med Univ Varna, Fac Pharm, Dept Pharmacol Toxicol & Pharmacotherapy, Varna 9000, Bulgaria.",stoeva.st@mu-varna.bg; nadejda.hvarchanova@mu-varna.bg; silvia.gancheva@mu-varna.bg; miroslav.eftimov@mu-varna.bg; kaloyan.georgiev@mu-varna.bg; maya.radeva@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001624095200001
J,"Dimitrova, D; Kehayova, G; Dimitrova, S; Dragomanova, S",,,,"Dimitrova, Daniela; Kehayova, Gabriela; Dimitrova, Simeonka; Dragomanova, Stela",,,,,,,,,,,,,,,,,"[Dimitrova, Daniela] Med Univ Varna, Fac Pharm, Tsar Osvoboditel Blv 84A, Varna 9000, Bulgaria; [Kehayova, Gabriela; Dimitrova, Simeonka; Dragomanova, Stela] Med Univ Varna, Dept Pharmacol Toxicol & Pharmacotherapy, Tsar Osvoboditel Blv 84A, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna,"Dragomanova, S (corresponding author), Med Univ Varna, Dept Pharmacol Toxicol & Pharmacotherapy, Tsar Osvoboditel Blv 84A, Varna 9000, Bulgaria.",danielladad@icloud.com; gabriela.kehayova@mu-varna.bg; simeonka.dimitrova@mu-varna.bg; stela.dragomanova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001624174900001
J,"Yordanov, A; Strateva, D; Baicheva, A; Baichev, I; Kostov, S; Dimitrova, V",,,,"Yordanov, Angel; Strateva, Diana; Baicheva, Albena; Baichev, Ivan; Kostov, Stoyan; Dimitrova, Vasilena",,,,,,,,,,,,,,,,,"[Yordanov, Angel; Strateva, Diana] Med Univ Pleven, Dept Gynaecol Oncol, Pleven 5800, Bulgaria; [Baicheva, Albena; Baichev, Ivan] Univ Hosp Dr Georgi Stranski, Dept Gen & Clin Pathol, Pleven 5800, Bulgaria; [Kostov, Stoyan] St Anna Univ Hosp, Med Univ Varna Prof Dr Paraskev Stoyanov, Dept Gynaecol, Varna 9002, Bulgaria; [Kostov, Stoyan] Med Univ Pleven, Res Inst, Pleven 5800, Bulgaria; [Dimitrova, Vasilena] Med Univ Pleven, Fac Med, Pleven 5800, Bulgaria",Medical University Pleven; Medical University Pleven; Medical University Varna; Medical University Pleven; Medical University Pleven,"Yordanov, A (corresponding author), Med Univ Pleven, Dept Gynaecol Oncol, Pleven 5800, Bulgaria.; Dimitrova, V (corresponding author), Med Univ Pleven, Fac Med, Pleven 5800, Bulgaria.",angel.jordanov@gmail.com; strateva_d@abv.bg; albena.baycheva@gmail.com; ivanbaychev1995@gmail.com; drstoqn.kostov@gmail.com; vasilenadimitrova4@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001651405100001
J,"Nikolova, S; Aleksandrova, T",,,,"Nikolova, Silviya; Aleksandrova, Teodora",,,,,,,,,,,,,,,,,"[Nikolova, Silviya; Aleksandrova, Teodora] Med Univ Varna, Dept Social Med & Hlth Care Org, Varna 9000, Bulgaria",Medical University Varna,"Nikolova, S (corresponding author), Med Univ Varna, Dept Social Med & Hlth Care Org, Varna 9000, Bulgaria.",silviya.p.nikolova@mu-varna.bg; teodora.petrova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001623874400001
J,"Lyutsova, E; Stoyanova, T; Isidro, A; Todorov, I; Radkova, D",,,,"Lyutsova, Ekaterina; Stoyanova, Teodora; Isidro, Andi; Todorov, Iliyan; Radkova, Diana",,,,,,,,,,,,,,,,,"[Lyutsova, Ekaterina; Stoyanova, Teodora; Isidro, Andi; Todorov, Iliyan; Radkova, Diana] Med Univ Prof Dr Paraskev Stoyanov, Dept Infect Dis Parasitol & Dermatovenereol, 55 Marin Drinov St, Varna 9002, Bulgaria",Medical University Varna,"Lyutsova, E (corresponding author), Med Univ Prof Dr Paraskev Stoyanov, Dept Infect Dis Parasitol & Dermatovenereol, 55 Marin Drinov St, Varna 9002, Bulgaria.",ekaterina.valkova@mu-varna.bg; teodora.stoyanova@mu-varna.bg; andy.isidro@mu-varna.bg; iliyan.todorov@mu-varna.bg; diana.radkova@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001649167400001
J,"Hutova, K; Andonova, V; Panova, N; Ivanov, I; Nikolova, K; Gugleva, V",,,,"Hutova, Katya; Andonova, Velichka; Panova, Natalina; Ivanov, Ivan; Nikolova, Krastena; Gugleva, Viliana",,,,,,,,,,,,,,,,,"[Hutova, Katya; Andonova, Velichka; Gugleva, Viliana] Med Univ Varna, Fac Pharm, Dept Pharmaceut Technol, Varna 9000, Bulgaria; [Panova, Natalina; Nikolova, Krastena] Med Univ Varna, Fac Pharm, Dept Phys & Biophys, Varna 9000, Bulgaria; [Ivanov, Ivan] Univ Food Technol, Dept Organ Chem & Inorgan Chem, Plovdiv 4002, Bulgaria",Medical University Varna; Medical University Varna; University of Food Technology - Bulgaria,"Gugleva, V (corresponding author), Med Univ Varna, Fac Pharm, Dept Pharmaceut Technol, Varna 9000, Bulgaria.",magi_charm@abv.bg; velichka.andonova@mu-varna.bg; panova@mu-varna.bg; ivanov_ivan.1979@yahoo.com; krastena.nikolova@mu-varna.bg; viliana.gugleva@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001646222700001
J,"Zhelev, KZ; Barsha, E; Cholakova, M; Bilyukova, SV; Spasov, HV; Petrova, M; Donev, IS; Conev, NV",,,,"Zhelev, K. Z.; Barsha, E.; Cholakova, M.; Bilyukova, S. V.; Spasov, H. V.; Petrova, M.; Donev, I. S.; Conev, N. V.",,,,,,,,,,,,,,,,,"[Zhelev, K. Z.; Bilyukova, S. V.] Deva Maria Univ Hosp, Clin Radiotherapy, Burgas, Bulgaria; [Barsha, E.] Deva Maria Hosp, Radiotherapy, Burgas, Bulgaria; [Cholakova, M.] Deva Maria Univ Hosp, Radiotherapy, Burgas, Bulgaria; [Spasov, H. V.] Deva Maria Univ Hosp, Med Oncol, Burgas, Bulgaria; [Petrova, M.] Med Ctr Nadejda Reprod Sofia, Med Oncol Dept, Sofia, Bulgaria; [Donev, I. S.] MBAL Nadezhda Nadezhda Womens Hlth Hosp, Med Oncol, Sofia, Bulgaria; [Conev, N. V.] St Marina Univ Hosp, Med Oncol, Varna, Bulgaria",Medical University Varna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001634417200081
J,"Postadzhiyan, A; Yotov, Y; Tisheva-Gospodinova, S; Nikolov, F; Boychev, D",,,,"Postadzhiyan, A.; Yotov, Y.; Tisheva-Gospodinova, S.; Nikolov, F.; Boychev, D.",,,,,,,,,,,,,,,,,"[Postadzhiyan, A.] Med Univ Sofia, Sofia, Bulgaria; [Yotov, Y.] Med Univ Varna, Varna, Bulgaria; [Tisheva-Gospodinova, S.] Med Univ Pleven, Pleven, Bulgaria; [Nikolov, F.] Med Univ Plovdiv, Plovdiv, Bulgaria; [Boychev, D.] Sofiamed Hosp, Sofia, Bulgaria",Medical University Sofia; Medical University Varna; Medical University Pleven; Medical University Plovdiv; Medical University Sofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001675805700001
J,"Tomaszuk-Kazberuk, A; Hermann, M; Malek, F; Seferovic, P; Szilagyi, A; Vinereanu, D; Yotov, Y",,,,"Tomaszuk-Kazberuk, A.; Hermann, M.; Malek, F.; Seferovic, P.; Szilagyi, A.; Vinereanu, D.; Yotov, Y.",,,,,,,,,,,,,,,,,"[Tomaszuk-Kazberuk, A.] Med Univ Bialystok, Dept Cardiol Lipidol & Internal Med, ICCU, Bialystok, Poland; [Hermann, M.] Univ Heart Ctr, Dept Cardiol, Zurich, Switzerland; [Malek, F.] Na Homolce Hosp, Dept Cardiol, Prague, Czech Republic; [Seferovic, P.] Univ Belgrade, Serbian Acad Sci & Arts, Med Fac, Belgrade, Serbia; [Szilagyi, A.] Heves Cty Markhot Ferenc Hosp, Cardiol Dept, Eger, Hungary; [Vinereanu, D.] Univ Med & Pharm Carol Davila, Bucharest, Romania; [Yotov, Y.] Med Univ Varna, Varna, Bulgaria",Medical University of Bialystok; Na Homolce Hospital; University of Belgrade; Serbian Academy of Sciences & Arts; Carol Davila University of Medicine & Pharmacy; Medical University Varna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001666330100001
J,"Reschke, F; Ernst, G; Kordonouri, O; Lyons, SK; Piccini, B; Isidori, AM; Döhnert, U; Toenne, R; Dassie, F; Charmandari, E; Iotova, V; Weiskorn, J; Corradin, V; Lefloch, N; Rosenbichler, B; Maffei, P; Endo ERN Transition Care Working Grp; TALENT Initiative",,,,"Reschke, Felix; Ernst, Gundula; Kordonouri, Olga; Lyons, Sarah K.; Piccini, Barbara; Isidori, Andrea M.; Dohnert, Ulla; Toenne, Rebecca; Dassie, Francesca; Charmandari, Evangelia; Iotova, Violeta; Weiskorn, Jantje; Corradin, Valeria; LeFloch, Nolwen; Rosenbichler, Bernd; Maffei, Pietro; Endo ERN Transition Care Working Grp; TALENT Initiative",,,,,,,,,,,,,,,,,"[Reschke, Felix; Kordonouri, Olga; Weiskorn, Jantje] Childrens Hosp AUF DER BULT, Ctr Endocrinol Diabetol & Clin Res, Hannover, Germany; [Reschke, Felix; Toenne, Rebecca] Betreuungsnetz, Network Care Seriously Ill Children Adolescents &, Hannover, Germany; [Ernst, Gundula] Hannover Med Sch, Dept Med Psychol, Hannover, Germany; [Lyons, Sarah K.] Baylor Coll Med, Div Pediat Diabet & Endocrinol, Houston, TX USA; [Piccini, Barbara] Meyer Univ Childrens Hosp IRCCS, Endocrinol & Diabetol Unit, Florence, Italy; [Isidori, Andrea M.] Sapienza Univ Rome, Endo ERN Ctr Azienda Osped Univ Policlin Umberto I, Dept Expt Med, Rome, Italy; [Dohnert, Ulla] Univ Lubeck, Dept Paediat & Adolescent Med, Div Paediat Endocrinol & Diabet, Lubeck, Germany; [Dassie, Francesca; Maffei, Pietro] Univ Padua, Dept Med DIMED, Padua, Italy; [Charmandari, Evangelia] Natl & Kapodistrian Univ Athens, Dept Pediat 1, Div Endocrinol Metab & Diabet, Med Sch,Aghia Sophia Childrens Hosp, Athens, Greece; [Iotova, Violeta] Med Univ Varna, Dept Pediat, Varna, Bulgaria; [Corradin, Valeria] Italian Assoc Lipodystrophies, Dossobuono, Italy; Assoc Syndrome Wolfram ASW, Grand Champ, France; [Rosenbichler, Bernd] Alstrom Syndrom eV, Unterfohring, Germany",Hannover Medical School; Baylor College of Medicine; Sapienza University Rome; University of Lubeck; University of Padua; The Aghia Sophia Children's Hospital; National & Kapodistrian University of Athens; Medical University Varna,"Reschke, F (corresponding author), Childrens Hosp AUF DER BULT, Ctr Endocrinol Diabetol & Clin Res, Hannover, Germany.; Reschke, F (corresponding author), Betreuungsnetz, Network Care Seriously Ill Children Adolescents &, Hannover, Germany.",felix.reschke@hka.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001631761800004
J,"Ivanova, M; Panayotova-Ovcharova, L; Nedyalkova-Petkova, D; Petkov, P; Boshev, G; Vladeva, E",,,,"Ivanova, Mariya; Panayotova-Ovcharova, Liliya; Nedyalkova-Petkova, Detelina; Petkov, Petar; Boshev, Georgi; Vladeva, Evgeniya",,,,,,,,,,,,,,,,,"[Ivanova, Mariya] Med Univ Varna, Fac Pharm, Varna 9000, Bulgaria; [Panayotova-Ovcharova, Liliya; Nedyalkova-Petkova, Detelina; Vladeva, Evgeniya] Med Univ Varna, Dept Physiotherapy Rehabil & Thalassotherapy, Varna 9000, Bulgaria; [Petkov, Petar] Med Univ Varna, Dept Orthopaed & Traumatol, Varna 9000, Bulgaria; [Boshev, Georgi] Med Univ Varna, Dept Neurosurg & ENT, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna; Medical University Varna; Medical University Varna,"Ivanova, M (corresponding author), Med Univ Varna, Fac Pharm, Varna 9000, Bulgaria.",m.m.ivanova@mu-varna.bg; l.panayotova@mu-varna.bg; detelina.petkova@mu-varna.bg; drpeturpetkov@gmail.com; dr.g.boshev@gmail.com; jeni.vladeva@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001648593900001
J,"Valchanov, P; Yaneva, Y; Pavlov, S; Kontny, A; Dikova, T",,,,"Valchanov, Petar; Yaneva, Yordanka; Pavlov, Stoyan; Kontny, Andreas; Dikova, Tsanka",,,,,,,,,,,,,,,,,"[Valchanov, Petar; Yaneva, Yordanka; Pavlov, Stoyan; Kontny, Andreas] Med Univ Varna, Fac Med, Dept Anat & Cell Biol, Varna 9002, Bulgaria; [Dikova, Tsanka] Med Univ Varna, Fac Dent Med, Dept Dent Mat Sci & Prosthet Dent Med, Varna 9002, Bulgaria",Medical University Varna; Medical University Varna,"Valchanov, P (corresponding author), Med Univ Varna, Fac Med, Dept Anat & Cell Biol, Varna 9002, Bulgaria.; Dikova, T (corresponding author), Med Univ Varna, Fac Dent Med, Dept Dent Mat Sci & Prosthet Dent Med, Varna 9002, Bulgaria.",petar.valchanov@mu-varna.bg; yordanka.yaneva@mu-varna.bg; stoyan.pavlov@mu-varna.bg; andreas.kontny@mu-varna.bg; tsanka_dikova@abv.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001624052700001
J,"Dimitrov, S; Bogdanova, S; Apostolova, Z; Kasapska, B; Kabakchieva, P; Georgiev, T",,,,"Dimitrov, Stoimen; Bogdanova, Simona; Apostolova, Zhaklin; Kasapska, Boryana; Kabakchieva, Plamena; Georgiev, Tsvetoslav",,,,,,,,,,,,,,,,,"[Dimitrov, Stoimen] Med Univ Prof Dr Paraskev Stoyanov Varna, Fac Med, Varna 9002, Bulgaria; [Bogdanova, Simona; Apostolova, Zhaklin; Georgiev, Tsvetoslav] Med Univ Prof Dr Paraskev Stoyanov Varna, Dept Internal Med 1, Varna 9002, Bulgaria; [Bogdanova, Simona; Apostolova, Zhaklin; Kasapska, Boryana; Georgiev, Tsvetoslav] Univ Multiprofile Hosp Act Treatment St Marina Var, Clin Rheumatol, Varna 9010, Bulgaria; [Kabakchieva, Plamena] Mil Med Acad, Naval Hosp Varna, Clin Internal Dis, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna; Military Medical Academy Sofia,"Georgiev, T (corresponding author), Med Univ Prof Dr Paraskev Stoyanov Varna, Dept Internal Med 1, Varna 9002, Bulgaria.; Georgiev, T (corresponding author), Univ Multiprofile Hosp Act Treatment St Marina Var, Clin Rheumatol, Varna 9010, Bulgaria.",stoimen2000@gmail.com; simona.bogdanova@mu-varna.bg; zhaklin.apostolova@mu-varna.bg; bobby_hr@abv.bg; plamenakabakchieva@yahoo.com; tsvetoslav.georgiev@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001612456400001
J,"Stoyanov, G; Popov, H",,,,"Stoyanov, George; Popov, Hristo",,,,,,,,,,,,,,,,,"[Stoyanov, George] Multiprofile Hosp Act Treatment, Dept Pathol, Vasil Aprilov 61 Str, Shumen 9700, Bulgaria; [Popov, Hristo] Med Univ Varna, Fac Med, Dept Gen & Clin Pathol Forens Med & Deontol, Hr Smirnensi 1 Blvd, Varna 9000, Bulgaria",Medical University Varna,"Stoyanov, G (corresponding author), Multiprofile Hosp Act Treatment, Dept Pathol, Vasil Aprilov 61 Str, Shumen 9700, Bulgaria.",georgi.geesh@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001651354300001
J,"Linkova, I; Rohova, M",,,,"Linkova, Iliyana; Rohova, Maria",,,,,,,,,,,,,,,,,"[Linkova, Iliyana; Rohova, Maria] Med Univ Varna, Dept Healthcare Econ & Management, Varna 9002, Bulgaria",Medical University Varna,"Linkova, I (corresponding author), Med Univ Varna, Dept Healthcare Econ & Management, Varna 9002, Bulgaria.",iliyanageorgieva@mu-varna.bg; mariarohova@abv.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001612584300001
J,"Roy, YJ; Mirani, Y; Raju, J; Ali, AHM; Gigi, AA; Fawunmi, A; Kombara, JS",,,,"Roy, Yohan Joe; Mirani, Yeshaa; Raju, Jinoy; Ali, Ahmed Hashim Mohamed; Gigi, Ashlin Anna; Fawunmi, Ayomide; Kombara, Joel Saju",,,,,,,,,,,,,,,,,"[Roy, Yohan Joe; Ali, Ahmed Hashim Mohamed; Fawunmi, Ayomide; Kombara, Joel Saju] Sofia Med Univ, Dept Med, Sofia, Bulgaria; [Mirani, Yeshaa] Aintree Univ Hosp NHS Fdn Trust, Dept Gen Surg, Liverpool, England; [Raju, Jinoy] Med Univ Pleven, Dept Med, Pleven, Bulgaria; [Gigi, Ashlin Anna] Med Univ Varna, Dept Med, Varna, Bulgaria",Medical University Sofia; Aintree University Hospitals NHS Foundation Trust; Medical University Pleven; Medical University Varna,"Roy, YJ (corresponding author), Sofia Med Univ, Dept Med, Sofia, Bulgaria.",yohanroy1999@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001609960400001
J,"Slavcheva, SE; Shefket, SA; Bocheva, Y; Angelov, A",,,,"Slavcheva, Svetoslava Elefterova; Shefket, Sevim Ahmed; Bocheva, Yana; Angelov, Atanas",,,,,,,,,,,,,,,,,"[Slavcheva, Svetoslava Elefterova; Angelov, Atanas] Med Univ Prof Dr Paraskev Stoyanov, Fac Med, Dept Internal Dis 1, Varna 9000, Bulgaria; [Slavcheva, Svetoslava Elefterova; Angelov, Atanas] St Marina Univ Hosp, Cardiol Clin Intens Care Unit 1, Varna 9000, Bulgaria; [Shefket, Sevim Ahmed; Bocheva, Yana] Med Univ Prof Dr Paraskev Stoyanov, Fac Med, Dept Clin Lab, Varna 9000, Bulgaria; [Shefket, Sevim Ahmed; Bocheva, Yana] St Marina Univ Hosp, Clin Lab, Varna 9000, Bulgaria",Medical University Varna; Medical University Varna; Medical University Varna; Medical University Varna,"Slavcheva, SE (corresponding author), Med Univ Prof Dr Paraskev Stoyanov, Fac Med, Dept Internal Dis 1, Varna 9000, Bulgaria.; Slavcheva, SE (corresponding author), St Marina Univ Hosp, Cardiol Clin Intens Care Unit 1, Varna 9000, Bulgaria.",sv.slavcheva@mu-varna.bg; sevim.shefket@mu-varna.bg; yana.bocheva@mu-varna.bg; atanas.a.atanasov@mu-varna.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001625748000001
J,"Yordanov, A; Hasan, I; Vasileva-Slaveva, M; Tsoneva, E; Kostov, S; Yanachkova, V",,,,"Yordanov, Angel; Hasan, Ihsan; Vasileva-Slaveva, Mariela; Tsoneva, Eva; Kostov, Stoyan; Yanachkova, Vesselina",,,,,,,,,,,,,,,,,"[Yordanov, Angel] Med Univ Pleven, Dept Gynecol Oncol, Pleven 5800, Bulgaria; [Hasan, Ihsan] Univ Hosp Sofiamed, Dept Obstet & Gynecol, Sofia 1504, Bulgaria; [Vasileva-Slaveva, Mariela] Specialized Hosp Act Treatment Obstet & Gynaecol D, Dept Breast Surg, Sofia 1330, Bulgaria; [Tsoneva, Eva] Specialized Hosp Act Treatment Obstet & Gynaecol D, Dept Reprod Med, Sofia 1330, Bulgaria; [Kostov, Stoyan] Med Univ Prof Dr Paraskev Stoyanov, Hosp St Anna, Dept Gynecol, Varna 9002, Bulgaria; [Kostov, Stoyan; Yanachkova, Vesselina] Med Univ Pleven, Res Inst, Pleven 5800, Bulgaria; [Yanachkova, Vesselina] Specialized Hosp Act Treatment Obstet & Gynecol Dr, Dept Endocrinol, Sofia 1330, Bulgaria",Medical University Pleven; Medical University Sofia; Medical University Varna; Medical University Pleven,"Yordanov, A (corresponding author), Med Univ Pleven, Dept Gynecol Oncol, Pleven 5800, Bulgaria.",angel.jordanov@gmail.com; ihsan_hasanov@abv.bg; sscvasileva@gmail.com; dretsoneva@gmail.com; drstoqn.kostov@gmail.com; v_ess@abv.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001624195400001
